代码,名称,最新价,涨跌幅(%),主力净额(元),主力净占比(%),超大单净额(元),超大单净占比(%),大单净额(元),大单净占比(%),中单净额(元),中单净占比(%),小单净额(元),小单净占比(%)
002281,光迅科技,78.92,4.77,417836784.0,1.72,345226416.0,1.42,72610368.0,0.3,-312933968.0,-1.29,-104902832.0,-0.43
601728,中国电信,5.94,4.58,416526558.0,7.38,142954994.0,2.53,273571564.0,4.85,-344088619.0,-6.09,-72437939.0,-1.28
002167,东方锆业,15.39,8.69,414718165.0,4.74,568582522.0,6.49,-153864357.0,-1.76,-239057126.0,-2.73,-175661045.0,-2.01
600188,兖矿能源,20.13,18.48,411469713.0,3.15,219478497.0,1.68,191991216.0,1.47,-4946544.0,-0.04,-406523200.0,-3.12
000725,京东方Ａ,4.46,3.0,409336640.0,1.93,296026816.0,1.4,113309824.0,0.53,-273731376.0,-1.29,-135605296.0,-0.64
000100,TCL科技,4.98,3.32,407588400.0,2.84,251349632.0,1.75,156238768.0,1.09,-134766032.0,-0.94,-272822400.0,-1.9
600026,中远海能,24.98,22.21,401172784.0,1.89,328098960.0,1.55,73073824.0,0.34,17153904.0,0.08,-418326672.0,-1.97
300750,宁德时代,350.25,1.23,391142864.0,0.76,2006191840.0,3.89,-1615048976.0,-3.13,-1071350064.0,-2.08,680207360.0,1.32
001339,智微智能,65.61,10.94,390489085.0,5.82,256220378.0,3.82,134268707.0,2.0,-221079840.0,-3.29,-169409260.0,-2.52
603011,合锻智能,27.43,9.24,383999616.0,5.3,343873790.0,4.75,40125826.0,0.55,-75396724.0,-1.04,-308602904.0,-4.26
002916,深南电路,268.16,-7.58,383443379.0,2.72,74936963.0,0.53,308506416.0,2.19,-161864112.0,-1.15,-221579280.0,-1.57
688702,盛科通信-U,194.0,7.66,375201375.0,3.7,-92812369.0,-0.92,468013744.0,4.62,-91865680.0,-0.91,-283335683.0,-2.79
688372,伟测科技,143.6,7.73,364786858.0,4.46,222831866.0,2.72,141954992.0,1.74,-7257280.0,-0.09,-357529560.0,-4.37
600584,长电科技,48.7,-0.04,353444752.0,1.42,181130240.0,0.73,172314512.0,0.69,-210292768.0,-0.85,-143151936.0,-0.58
002490,山东墨龙,12.7,45.81,350148093.0,10.7,432071310.0,13.2,-81923217.0,-2.5,-171484884.0,-5.24,-178663209.0,-5.46
600468,百利电气,8.55,10.18,343120943.0,12.52,368750111.0,13.45,-25629168.0,-0.93,-152532348.0,-5.56,-190588596.0,-6.95
000425,徐工机械,12.12,-1.94,342406834.0,5.86,96245225.0,1.65,246161609.0,4.21,-197190144.0,-3.37,-145216696.0,-2.48
002432,九安医疗,50.27,14.85,328751442.0,3.33,559061647.0,5.66,-230310205.0,-2.33,-186270926.0,-1.89,-142480495.0,-1.44
600875,东方电气,42.21,13.01,326574736.0,1.29,23751664.0,0.09,302823072.0,1.2,-239033536.0,-0.94,-87541184.0,-0.35
601919,中远海控,15.78,4.71,325677767.0,1.3,442501353.0,1.77,-116823586.0,-0.47,121436480.0,0.49,-447114240.0,-1.79
002491,通鼎互联,12.2,16.41,325443232.0,2.02,530314144.0,3.3,-204870912.0,-1.27,-109532112.0,-0.68,-215911152.0,-1.34
000833,粤桂股份,23.93,1.14,324899767.0,4.04,71037005.0,0.88,253862762.0,3.16,22384159.0,0.28,-347283904.0,-4.32
600635,大众公用,6.99,12.38,316890069.0,4.23,426610758.0,5.69,-109720689.0,-1.46,-161617786.0,-2.16,-155272277.0,-2.07
300317,珈伟新能,6.0,34.23,310325473.0,4.91,182094849.0,2.88,128230624.0,2.03,-58873968.0,-0.93,-251451458.0,-3.98
601939,建设银行,8.94,3.71,303483629.0,5.23,406652582.0,7.01,-103168953.0,-1.78,-262488103.0,-4.53,-40995517.0,-0.71
601328,交通银行,6.72,2.13,299481982.0,4.18,302730919.0,4.22,-3248937.0,-0.05,-240116083.0,-3.35,-59365905.0,-0.83
300846,首都在线,33.38,3.7,294182839.0,1.73,129205175.0,0.76,164977664.0,0.97,3876400.0,0.02,-298059216.0,-1.75
600860,京城股份,15.86,11.85,289553115.0,8.43,275227489.0,8.01,14325626.0,0.42,-64272537.0,-1.87,-225280566.0,-6.56
000727,冠捷科技,2.73,3.41,286053633.0,18.76,339484411.0,22.26,-53430778.0,-3.5,-134467421.0,-8.82,-151586213.0,-9.94
002177,御银股份,8.89,0.91,280568491.0,3.76,565268158.0,7.57,-284699667.0,-3.81,-234002481.0,-3.13,-46565979.0,-0.62
603629,利通电子,57.79,8.63,276837158.0,2.5,241210838.0,2.18,35626320.0,0.32,-169798672.0,-1.53,-107038512.0,-0.97
300153,科泰电源,36.99,2.69,273265459.0,4.08,118149638.0,1.76,155115821.0,2.32,4625207.0,0.07,-277890673.0,-4.15
601898,中煤能源,17.53,20.23,269865909.0,3.44,-38543027.0,-0.49,308408936.0,3.93,222538235.0,2.84,-492404128.0,-6.28
002471,中超控股,9.04,-3.21,269264609.0,3.29,654410242.0,7.99,-385145633.0,-4.7,-484024496.0,-5.91,214759904.0,2.62
003018,金富科技,27.94,15.69,265345025.0,9.64,245916032.0,8.93,19428993.0,0.71,-94099626.0,-3.42,-171245398.0,-6.22
600036,招商银行,39.15,1.16,264463024.0,1.47,-231343152.0,-1.28,495806176.0,2.75,-520881936.0,-2.89,256418912.0,1.42
688548,广钢气体,26.31,4.86,259668316.0,5.54,-2822778.0,-0.06,262491094.0,5.6,-65157166.0,-1.39,-194511150.0,-4.15
001337,四川黄金,54.74,9.7,257837261.0,2.38,175185789.0,1.62,82651472.0,0.76,39145184.0,0.36,-296982448.0,-2.74
002897,意华股份,69.8,7.5,253544970.0,2.76,279244090.0,3.04,-25699120.0,-0.28,-102004640.0,-1.11,-151540336.0,-1.65
300423,昇辉科技,11.58,19.01,250615544.0,6.71,278973213.0,7.47,-28357669.0,-0.76,-108024086.0,-2.89,-142591455.0,-3.82
301302,华如科技,33.59,36.05,247788239.0,6.58,291847906.0,7.75,-44059667.0,-1.17,-70176782.0,-1.86,-177611476.0,-4.71
601838,成都银行,16.83,3.95,247649966.0,7.72,-9288512.0,-0.29,256938478.0,8.01,-90388062.0,-2.82,-157261900.0,-4.9
600318,新力金融,9.94,9.47,247536352.0,10.37,-50585955.0,-2.12,298122307.0,12.49,58320570.0,2.44,-305856938.0,-12.81
600481,双良节能,7.63,-12.3,245620374.0,3.22,371472859.0,4.86,-125852485.0,-1.65,-295739755.0,-3.87,50119381.0,0.66
603232,格尔软件,25.71,8.57,242855542.0,6.23,255628273.0,6.55,-12772731.0,-0.33,-103314386.0,-2.65,-139541170.0,-3.58
002851,麦格米特,128.59,2.41,240550800.0,1.56,7896016.0,0.05,232654784.0,1.51,-164802000.0,-1.07,-75748800.0,-0.49
300731,科创新源,74.13,9.77,237877099.0,3.76,83673729.0,1.32,154203370.0,2.44,-73562768.0,-1.16,-164314359.0,-2.6
600428,中远海特,8.42,-0.12,234558005.0,4.24,75572702.0,1.37,158985303.0,2.88,74739164.0,1.35,-309297125.0,-5.6
600629,华建集团,21.16,2.32,231423756.0,7.11,116395409.0,3.58,115028347.0,3.53,45311694.0,1.39,-276735456.0,-8.5
603067,振华股份,45.87,8.7,228459359.0,3.27,80046991.0,1.15,148412368.0,2.13,65825072.0,0.94,-294284424.0,-4.22
002734,利民股份,20.06,-1.86,228105605.0,3.69,207996635.0,3.37,20108970.0,0.33,-52151751.0,-0.84,-175953860.0,-2.85
600800,渤海化学,4.81,11.09,227660232.0,10.75,215551799.0,10.18,12108433.0,0.57,-36306874.0,-1.71,-191353357.0,-9.04
300285,国瓷材料,35.51,-2.98,227252482.0,1.89,70188610.0,0.58,157063872.0,1.31,-216857696.0,-1.81,-10394752.0,-0.09
603123,翠微股份,13.96,6.32,226972905.0,4.77,202516818.0,4.26,24456087.0,0.51,-151832388.0,-3.19,-75140512.0,-1.58
688072,拓荆科技,384.69,2.11,226643008.0,1.71,100178416.0,0.75,126464592.0,0.95,-188029168.0,-1.42,-38613877.0,-0.29
600968,海油发展,5.23,14.95,225927342.0,3.01,68669636.0,0.91,157257706.0,2.09,54056290.0,0.72,-279983578.0,-3.72
300331,苏大维格,48.0,2.43,224550089.0,4.74,93966937.0,1.98,130583152.0,2.76,-51914637.0,-1.1,-172635466.0,-3.65
601985,中国核电,8.78,2.93,221061049.0,2.54,244523814.0,2.8,-23462765.0,-0.27,-99877700.0,-1.15,-121183357.0,-1.39
603698,航天工程,35.92,2.98,220885435.0,4.55,354082778.0,7.3,-133197343.0,-2.75,-159383972.0,-3.29,-61501475.0,-1.27
002957,科瑞技术,28.77,0.07,220631641.0,4.28,276609337.0,5.36,-55977696.0,-1.08,-20244509.0,-0.39,-200387125.0,-3.88
301021,英诺激光,64.6,8.99,219943636.0,6.5,186930987.0,5.52,33012649.0,0.98,-58215218.0,-1.72,-161728425.0,-4.78
002380,科远智慧,36.53,14.51,210398329.0,8.6,127303917.0,5.2,83094412.0,3.4,-2593968.0,-0.11,-207804347.0,-8.49
002648,卫星化学,24.46,5.57,210037753.0,2.34,22368201.0,0.25,187669552.0,2.09,-66144848.0,-0.74,-143892864.0,-1.61
002182,宝武镁业,20.53,3.63,209950636.0,3.4,104601645.0,1.7,105348991.0,1.71,-65869485.0,-1.07,-144081153.0,-2.34
601336,新华保险,73.1,-2.71,207719627.0,2.5,100158747.0,1.2,107560880.0,1.29,-128973520.0,-1.55,-78746143.0,-0.95
