代码,名称,最新价,涨跌幅(%),主力净额(元),主力净占比(%),超大单净额(元),超大单净占比(%),大单净额(元),大单净占比(%),中单净额(元),中单净占比(%),小单净额(元),小单净占比(%)
600919,江苏银行,10.59,1.44,343928701.0,9.24,84414861.0,2.27,259513840.0,6.97,-72337002.0,-1.94,-271591701.0,-7.3
600635,大众公用,6.99,11.31,340098519.0,4.97,444186647.0,6.49,-104088128.0,-1.52,-146227104.0,-2.14,-193871408.0,-2.83
300265,通光线缆,21.46,29.43,322373382.0,5.64,670717604.0,11.74,-348344222.0,-6.1,-336715296.0,-5.89,14341941.0,0.25
002532,天山铝业,19.19,4.12,317479535.0,5.24,214642815.0,3.54,102836720.0,1.7,404112.0,0.01,-317883648.0,-5.25
002272,川润股份,21.01,3.04,315701408.0,3.35,530532464.0,5.63,-214831056.0,-2.28,-396053264.0,-4.2,80351840.0,0.85
600188,兖矿能源,20.13,6.79,302754096.0,3.4,119182320.0,1.34,183571776.0,2.06,42055072.0,0.47,-344809184.0,-3.87
002490,山东墨龙,12.7,31.2,298637177.0,11.7,359854769.0,14.09,-61217592.0,-2.4,-137171828.0,-5.37,-161465349.0,-6.32
000533,顺钠股份,13.53,18.79,297168771.0,15.77,351999450.0,18.68,-54830679.0,-2.91,-142194518.0,-7.55,-154974268.0,-8.23
300846,首都在线,33.38,-5.44,297100375.0,3.47,243772087.0,2.85,53328288.0,0.62,-14562496.0,-0.17,-282537856.0,-3.3
001309,德明利,256.11,3.88,291889312.0,2.34,605372944.0,4.85,-313483632.0,-2.51,-357491552.0,-2.86,65602240.0,0.53
600172,黄河旋风,9.9,3.13,270494634.0,4.3,434768682.0,6.91,-164274048.0,-2.61,-231957056.0,-3.69,-38537536.0,-0.61
600860,京城股份,15.86,13.04,268681134.0,9.74,269925124.0,9.79,-1243990.0,-0.05,-61667231.0,-2.24,-207013890.0,-7.51
300850,新强联,47.87,3.79,263231099.0,7.2,123592203.0,3.38,139638896.0,3.82,28331424.0,0.77,-291562555.0,-7.97
601985,中国核电,8.78,1.39,258344326.0,4.77,193813046.0,3.58,64531280.0,1.19,-132298960.0,-2.45,-126045360.0,-2.33
002456,欧菲光,9.78,3.71,254081894.0,8.4,422271085.0,13.95,-168189191.0,-5.56,-190789400.0,-6.31,-63292486.0,-2.09
300241,瑞丰光电,7.39,18.43,252840077.0,17.03,311607324.0,20.98,-58767247.0,-3.96,-130823043.0,-8.81,-122017041.0,-8.22
000301,东方盛虹,13.43,1.36,247994081.0,7.56,141263329.0,4.3,106730752.0,3.25,-79387600.0,-2.42,-168606465.0,-5.14
002897,意华股份,69.8,0.79,245799134.0,4.61,267269790.0,5.01,-21470656.0,-0.4,-25486976.0,-0.48,-220312176.0,-4.13
000725,京东方Ａ,4.46,-0.67,244321664.0,2.09,454865904.0,3.89,-210544240.0,-1.8,-146405216.0,-1.25,-97916464.0,-0.84
000703,恒逸石化,13.09,-0.91,242508904.0,8.79,149933927.0,5.43,92574977.0,3.35,-116543476.0,-4.22,-125965422.0,-4.56
300782,卓胜微,82.77,2.27,237842945.0,6.13,97479397.0,2.51,140363548.0,3.62,-87104448.0,-2.24,-150738485.0,-3.88
600550,保变电气,19.03,9.87,236306228.0,2.13,644516052.0,5.81,-408209824.0,-3.68,-275464480.0,-2.48,39158240.0,0.35
002957,科瑞技术,28.77,-0.07,229674895.0,5.85,287690828.0,7.32,-58015933.0,-1.48,-49604368.0,-1.26,-180070523.0,-4.58
601137,博威合金,21.38,4.86,228204453.0,11.02,138152577.0,6.67,90051876.0,4.35,-10832802.0,-0.52,-217371652.0,-10.5
300731,科创新源,74.13,-7.18,227654536.0,6.57,33305790.0,0.96,194348746.0,5.61,50631936.0,1.46,-278286489.0,-8.03
688256,寒武纪-U,1168.0,-2.01,227191264.0,0.9,-934449472.0,-3.69,1161640736.0,4.59,-219319293.0,-0.87,-7871747.0,-0.03
002536,飞龙股份,37.01,6.81,223811206.0,2.59,48728374.0,0.56,175082832.0,2.03,-34987312.0,-0.41,-188823856.0,-2.19
600406,国电南瑞,29.51,4.17,223514752.0,1.84,20117536.0,0.17,203397216.0,1.67,189558448.0,1.56,-413073152.0,-3.39
000727,冠捷科技,2.73,3.41,219673050.0,20.5,271773402.0,25.36,-52100352.0,-4.86,-97126864.0,-9.06,-122546188.0,-11.44
603123,翠微股份,13.96,6.73,217076911.0,6.64,205716298.0,6.29,11360613.0,0.35,-130802160.0,-4.0,-86274736.0,-2.64
600875,东方电气,42.21,12.53,214555328.0,1.46,428968544.0,2.93,-214413216.0,-1.46,-278015040.0,-1.9,63459696.0,0.43
600318,新力金融,9.94,7.34,211503565.0,11.83,-51918873.0,-2.9,263422438.0,14.74,65783081.0,3.68,-277286662.0,-15.51
300423,昇辉科技,11.58,15.8,211159216.0,8.48,267678902.0,10.75,-56519686.0,-2.27,-118499469.0,-4.76,-92659740.0,-3.72
301021,英诺激光,64.6,9.23,210000778.0,9.07,146281039.0,6.32,63719739.0,2.75,-64575301.0,-2.79,-145425482.0,-6.28
603308,应流股份,66.8,-0.48,209978226.0,3.37,115265938.0,1.85,94712288.0,1.52,-42234000.0,-0.68,-167744208.0,-2.69
002606,大连电瓷,14.0,9.38,208915671.0,8.79,240807943.0,10.13,-31892272.0,-1.34,-122727041.0,-5.16,-86188634.0,-3.62
600629,华建集团,21.16,3.37,207230576.0,8.67,81752689.0,3.42,125477887.0,5.25,71818620.0,3.01,-279049204.0,-11.68
600800,渤海化学,4.81,6.65,207105819.0,12.66,208428792.0,12.74,-1322973.0,-0.08,-45800915.0,-2.8,-161304904.0,-9.86
688048,长光华芯,169.68,7.68,206115600.0,2.29,151076976.0,1.68,55038624.0,0.61,-72979024.0,-0.81,-133136576.0,-1.48
603778,国晟科技,15.55,10.28,199124248.0,3.95,255913886.0,5.07,-56789638.0,-1.13,-106540768.0,-2.11,-92583488.0,-1.84
601328,交通银行,6.72,2.13,197161600.0,3.73,199131888.0,3.77,-1970288.0,-0.04,-142968656.0,-2.71,-54192960.0,-1.03
600681,百川能源,4.55,5.08,193904064.0,11.78,200439090.0,12.17,-6535026.0,-0.4,-109075695.0,-6.62,-84828366.0,-5.15
001339,智微智能,65.61,3.55,187937153.0,5.12,89749630.0,2.44,98187523.0,2.67,-38962848.0,-1.06,-148974316.0,-4.06
601336,新华保险,73.1,-3.45,186964128.0,3.14,71449248.0,1.2,115514880.0,1.94,-115377136.0,-1.93,-71587018.0,-1.2
301205,联特科技,198.1,4.44,185964022.0,3.45,103260171.0,1.92,82703851.0,1.54,-80817616.0,-1.5,-105146422.0,-1.95
601778,晶科科技,4.69,1.96,183804951.0,6.45,100610525.0,3.53,83194426.0,2.92,-27836986.0,-0.98,-155968004.0,-5.48
002491,通鼎互联,12.2,9.71,182781040.0,1.74,364939072.0,3.48,-182158032.0,-1.74,-167523664.0,-1.6,-15257424.0,-0.15
600000,浦发银行,9.78,1.03,181109379.0,4.76,106039971.0,2.79,75069408.0,1.97,-177710880.0,-4.67,-3398509.0,-0.09
300269,联建光电,8.64,11.48,179547001.0,14.27,249471875.0,19.83,-69924874.0,-5.56,-167677315.0,-13.33,-11869689.0,-0.94
003018,金富科技,27.94,7.05,177152946.0,9.75,173365243.0,9.54,3787703.0,0.21,-71164995.0,-3.92,-105987950.0,-5.83
301302,华如科技,33.59,13.02,175541227.0,5.02,171935341.0,4.92,3605886.0,0.1,-17652500.0,-0.51,-157888745.0,-4.52
000536,华映科技,4.74,3.49,175112511.0,20.11,218928008.0,25.14,-43815497.0,-5.03,-125874243.0,-14.45,-49238267.0,-5.65
002121,科陆电子,9.65,5.7,174751116.0,5.9,133919407.0,4.52,40831709.0,1.38,35202443.0,1.19,-209953544.0,-7.08
601939,建设银行,8.94,2.64,174320526.0,4.29,158742621.0,3.9,15577905.0,0.38,-181177940.0,-4.46,6857425.0,0.17
002246,北化股份,23.82,4.2,171125915.0,3.47,337623467.0,6.85,-166497552.0,-3.38,-98725248.0,-2.0,-72400656.0,-1.47
600036,招商银行,39.15,1.24,169590736.0,1.31,-223936128.0,-1.73,393526864.0,3.04,-148835248.0,-1.15,-20755504.0,-0.16
002384,东山精密,92.7,1.83,169368048.0,0.67,-166614448.0,-0.66,335982496.0,1.34,-102803344.0,-0.41,-66564672.0,-0.27
300323,华灿光电,10.25,20.31,169061360.0,13.28,225897930.0,17.74,-56836570.0,-4.46,-39316814.0,-3.09,-129744544.0,-10.19
688548,广钢气体,26.31,-3.17,168442502.0,4.55,-48433863.0,-1.31,216876365.0,5.86,-78782464.0,-2.13,-89660038.0,-2.42
603698,航天工程,35.92,-1.24,167053858.0,6.64,231517369.0,9.2,-64463511.0,-2.56,-136789668.0,-5.44,-30264195.0,-1.2
002952,亚世光电,26.5,19.32,166933111.0,17.77,129419312.0,13.78,37513799.0,3.99,-79395919.0,-8.45,-87537194.0,-9.32
002235,安妮股份,10.62,9.94,164780437.0,15.47,159190337.0,14.95,5590100.0,0.52,-84003234.0,-7.89,-80777203.0,-7.58
601838,成都银行,16.83,0.54,164570833.0,9.82,14497274.0,0.86,150073559.0,8.95,-36350211.0,-2.17,-128220622.0,-7.65
600828,茂业商业,6.53,10.87,159192967.0,17.86,153094322.0,17.18,6098645.0,0.68,-56588928.0,-6.35,-102604039.0,-11.51
